河南联通,#genre#
CCTV-3,http://221.7.175.154:8445/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4,http://221.7.175.154:8445/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://221.7.175.154:8445/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6,http://221.7.175.154:8445/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://221.7.175.154:8445/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://221.7.175.154:8445/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://221.7.175.154:8445/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://221.7.175.154:8445/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17,http://221.7.175.154:8445/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://221.7.175.154:8445/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://221.7.175.154:8445/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-新闻,http://221.7.175.154:8445/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-少儿,http://221.7.175.154:8445/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
广西都市,http://221.7.175.154:8445/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://221.7.175.154:8445/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://221.7.175.154:8445/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://221.7.175.154:8445/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://221.7.175.154:8445/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://221.7.175.154:8445/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://221.7.175.154:8445/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://221.7.175.154:8445/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://221.7.175.154:8445/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://221.7.175.154:8445/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://221.7.175.154:8445/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://221.7.175.154:8445/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://221.7.175.154:8445/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://221.7.175.154:8445/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://221.7.175.154:8445/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://221.7.175.154:8445/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://221.7.175.154:8445/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://221.7.175.154:8445/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://221.7.175.154:8445/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://221.7.175.154:8445/tsfile/live/0113_2.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://221.7.175.154:8445/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://221.7.175.154:8445/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://221.7.175.154:8445/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷卡通,http://221.7.175.154:8445/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://221.7.175.154:8445/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://221.7.175.154:8445/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
网络棋牌,http://221.7.175.154:8445/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
广西综艺,http://221.7.175.154:8445/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
广西影视,http://221.7.175.154:8445/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
广西新闻,http://221.7.175.154:8445/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
北海经济科教,http://221.7.175.154:8445/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰卫视,http://221.7.175.154:8445/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,http://221.7.175.154:8445/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰影视,http://221.7.175.154:8445/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
强盛城市海岸,http://221.7.175.154:8445/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0

阜阳电信,#genre#
CCTV1HD,http://220.178.106.163:1000/rtp/238.1.78.166:7200
CCTV2HD,http://220.178.106.163:1000/rtp/238.1.78.235:7752
CCTV3HD,http://220.178.106.163:1000/rtp/238.1.78.170:7232
CCTV4HD,http://220.178.106.163:1000/rtp/238.1.78.236:7760
CCTV5HD,http://220.178.106.163:1000/rtp/238.1.78.171:7240
CCTV6HD,http://220.178.106.163:1000/rtp/238.1.78.172:7248
CCTV7HD,http://220.178.106.163:1000/rtp/238.1.78.239:7784
CCTV8HD,http://220.178.106.163:1000/rtp/238.1.78.173:7256
CCTV9HD,http://220.178.106.163:1000/rtp/238.1.78.240:7792
CCTV10HD,http://220.178.106.163:1000/rtp/238.1.78.241:7800
CCTV11HD,http://220.178.106.163:1000/rtp/238.1.78.206:7502
CCTV12HD,http://220.178.106.163:1000/rtp/238.1.78.242:7808
CCTV13HD,http://220.178.106.163:1000/rtp/238.1.79.35:4392
CCTV14HD,http://220.178.106.163:1000/rtp/238.1.78.243:7816
CCTV15HD,http://220.178.106.163:1000/rtp/238.1.78.222:7648
CGTN,http://220.178.106.163:1000/rtp/238.1.78.50:6272
CCTV17HD,http://220.178.106.163:1000/rtp/238.1.78.178:7296
CCTV电视指南HD,http://220.178.106.163:1000/rtp/238.1.79.53:4560
CCTV央视文化精品HD,http://220.178.106.163:1000/rtp/238.1.79.54:4568
CCTV女性时尚HD,http://220.178.106.163:1000/rtp/238.1.79.55:4576
CCTV兵器科技HD,http://220.178.106.163:1000/rtp/238.1.79.56:4584
CCTV风云足球HD,http://220.178.106.163:1000/rtp/238.1.79.57:4592
CCTV世界地理HD,http://220.178.106.163:1000/rtp/238.1.79.60:4616
CCTV怀旧剧场HD,http://220.178.106.163:1000/rtp/238.1.79.61:4624
CCTV风云剧场HD,http://220.178.106.163:1000/rtp/238.1.79.62:4632
CCTV第一剧场HD,http://220.178.106.163:1000/rtp/238.1.79.63:4640
CCTV风云音乐HD,http://220.178.106.163:1000/rtp/238.1.79.64:4648
CCTV高尔夫网球HD,http://220.178.106.163:1000/rtp/238.1.79.58:4600
CCTV央视台球HD,http://220.178.106.163:1000/rtp/238.1.79.59:4608
CCTV5+HD,http://220.178.106.163:1000/rtp/238.1.78.237:7768
CETV1HD,http://220.178.106.163:1000/rtp/238.1.78.158:7136
CETV2,http://220.178.106.163:1000/rtp/238.1.78.106:6720
CETV4,http://220.178.106.163:1000/rtp/238.1.78.107:6728
安徽卫视FHD,http://220.178.106.163:1000/rtp/238.1.79.27:4328
安徽经济HD,http://220.178.106.163:1000/rtp/238.1.79.44:4464
安徽影视HD,http://220.178.106.163:1000/rtp/238.1.79.42:4448
安徽公共HD,http://220.178.106.163:1000/rtp/238.1.79.43:4456
安徽体育HD,http://220.178.106.163:1000/rtp/238.1.79.41:4440
安徽科教HD,http://220.178.106.163:1000/rtp/238.1.79.40:4432
安徽人物HD,http://220.178.106.163:1000/rtp/238.1.79.45:4472
安徽国际,http://220.178.106.163:1000/rtp/238.1.78.61:6360
安徽导视,http://220.178.106.163:1000/rtp/238.1.79.66:4664
海豚生活HD,http://220.178.106.163:1000/rtp/238.1.79.50:4512
海豚少儿HD,http://220.178.106.163:1000/rtp/238.1.79.32:4368
海豚健康HD,http://220.178.106.163:1000/rtp/238.1.79.33:4376
海豚影视HD,http://220.178.106.163:1000/rtp/238.1.79.34:4384
家家购物,http://220.178.106.163:1000/rtp/238.1.78.32:6184
北京卫视HD,http://220.178.106.163:1000/udp/238.1.78.162:7168
天津卫视HD,http://220.178.106.163:1000/udp/238.1.78.20:6088
重庆卫视HD,http://220.178.106.163:1000/udp/238.1.78.31:6176
东方卫视HD,http://220.178.106.163:1000/udp/238.1.78.163:7176
安徽卫视HD,http://220.178.106.163:1000/udp/238.1.78.150:7072
江苏卫视HD,http://220.178.106.163:1000/udp/238.1.78.165:7192
浙江卫视HD,http://220.178.106.163:1000/udp/238.1.78.164:7184
黑龙江卫视HD,http://220.178.106.163:1000/udp/238.1.78.159:7144
吉林卫视HD,http://220.178.106.163:1000/udp/238.1.79.48:4496
辽宁卫视HD,http://220.178.106.163:1000/udp/238.1.78.21:6096
东南卫视HD,http://220.178.106.163:1000/udp/238.1.78.22:6104
四川卫视HD,http://220.178.106.163:1000/udp/238.1.78.30:6168
江西卫视HD,http://220.178.106.163:1000/udp/238.1.78.26:6136
广东卫视HD,http://220.178.106.163:1000/udp/238.1.78.161:7160
海南卫视HD,http://220.178.106.163:1000/udp/238.1.79.49:4504
湖北卫视HD,http://220.178.106.163:1000/udp/238.1.78.168:7216
湖南卫视HD,http://220.178.106.163:1000/udp/238.1.78.160:7152
贵州卫视HD,http://220.178.106.163:1000/udp/238.1.78.244:7824
河北卫视HD,http://220.178.106.163:1000/udp/238.1.78.245:7832
河南卫视HD,http://220.178.106.163:1000/udp/238.1.79.65:4632
山东卫视HD,http://220.178.106.163:1000/udp/238.1.78.169:7224
甘肃卫视HD,http://220.178.106.163:1000/udp/238.1.79.36:4400
陕西卫视,http://220.178.106.163:1000/udp/238.1.78.88:6576
云南卫视,http://220.178.106.163:1000/udp/238.1.78.89:6584
山西卫视,http://220.178.106.163:1000/udp/238.1.78.95:6632
青海卫视,http://220.178.106.163:1000/udp/238.1.78.102:6688
广西卫视,http://220.178.106.163:1000/udp/238.1.78.70:6432
内蒙古卫视,http://220.178.106.163:1000/udp/238.1.78.103:6696
宁夏卫视,http://220.178.106.163:1000/udp/238.1.78.109:6744
新疆卫视,http://220.178.106.163:1000/udp/238.1.78.110:6752
西藏卫视,http://220.178.106.163:1000/udp/238.1.78.101:6680
深圳卫视HD,http://220.178.106.163:1000/udp/238.1.78.156:7120
兵团卫视,http://220.178.106.163:1000/udp/238.1.78.104:6704
三沙卫视,http://220.178.106.163:1000/udp/238.1.78.27:6144
厦门卫视,http://220.178.106.163:1000/udp/238.1.78.246:7840
陶瓷HD,http://220.178.106.163:1000/udp/238.1.78.157:7128
全纪实HD,http://220.178.106.163:1000/udp/238.1.78.151:7080
纪实人文HD,http://220.178.106.163:1000/udp/238.1.78.153:7096
动漫秀场HD,http://220.178.106.163:1000/udp/238.1.78.154:7104
金鹰纪实HD,http://220.178.106.163:1000/udp/238.1.79.9:4184
茶频道,http://220.178.106.163:1000/udp/238.1.79.30:4352
快乐垂钓HD,http://220.178.106.163:1000/udp/238.1.79.31:4360
生活时尚HD,http://220.178.106.163:1000/udp/238.1.78.155:7112
体育赛事HD,http://220.178.106.163:1000/udp/238.1.78.33:6192
中甲联赛HD,http://220.178.106.163:1000/udp/238.1.79.39:4424
卡酷少儿,http://220.178.106.163:1000/udp/238.1.78.97:6648
哈哈炫动,http://220.178.106.163:1000/udp/238.1.78.82:6528
金鹰卡通,http://220.178.106.163:1000/udp/238.1.78.100:6672
山东教育,http://220.178.106.163:1000/udp/238.1.78.254:7904
财富天下,http://220.178.106.163:1000/udp/238.1.78.25:6128
东方财经浦东,http://220.178.106.163:1000/udp/238.1.78.73:6456
都市剧场,http://220.178.106.163:1000/udp/238.1.78.74:6464
金色频道,http://220.178.106.163:1000/udp/238.1.78.76:6480
游戏风云,http://220.178.106.163:1000/udp/238.1.78.81:6520
法治天地,http://220.178.106.163:1000/udp/238.1.78.84:6544
七彩戏剧,http://220.178.106.163:1000/udp/238.1.78.85:6552
阜阳新闻,http://220.178.106.163:1000/udp/238.1.78.124:6864
阜阳公共,http://220.178.106.163:1000/udp/238.1.78.125:6872
阜阳教育,http://220.178.106.163:1000/udp/238.1.78.126:6880
阜阳都市,http://220.178.106.163:1000/udp/238.1.78.127:6888

江苏电信,#genre#
CCTV-1HD,http://58.209.14.120:8888/rtp/239.49.8.19:9614
CCTV-2HD,http://58.209.14.120:8888/rtp/239.49.8.50:9802
CCTV-3HD,http://58.209.14.120:8888/rtp/239.49.8.74:8000
CCTV-4HD,http://58.209.14.120:8888/rtp/239.49.8.51:9806
CCTV-5HD,http://58.209.14.120:8888/rtp/239.49.8.75:8000
CCTV-6HD,http://58.209.14.120:8888/rtp/239.49.8.76:8000
CCTV-7HD,http://58.209.14.120:8888/rtp/239.49.0.126:8000
CCTV-8HD,http://58.209.14.120:8888/rtp/239.49.8.77:8000
CCTV-9HD,http://58.209.14.120:8888/rtp/239.49.8.53:9814
CCTV-10HD,http://58.209.14.120:8888/rtp/239.49.8.54:9818
CCTV-11HD,http://58.209.14.120:8888/rtp/239.49.0.127:8000
CCTV-12HD,http://58.209.14.120:8888/rtp/239.49.8.55:9822
CCTV-13,http://58.209.14.120:8888/rtp/239.49.0.13:8096
CCTV-14HD,http://58.209.14.120:8888/rtp/239.49.8.56:9826
CCTV-15HD,http://58.209.14.120:8888/rtp/239.49.0.128:8000
CCTV-5HD,http://58.209.14.120:8888/rtp/239.49.8.18:9610
CCTV-17HD,http://58.209.14.120:8888/rtp/239.49.8.52:9810
湖南卫视HD,http://58.209.14.120:8888/rtp/239.49.8.12:9418
浙江卫视HD,http://58.209.14.120:8888/rtp/239.49.8.20:9618
江苏卫视HD,http://58.209.14.120:8888/rtp/239.49.8.16:9602
安徽卫视HD,http://58.209.14.120:8888/rtp/239.49.8.80:8000
北京卫视HD,http://58.209.14.120:8888/rtp/239.49.8.11:9414
天津卫视HD,http://58.209.14.120:8888/rtp/239.49.8.35:8620
东方卫视HD,http://58.209.14.120:8888/rtp/239.49.8.17:9606
广西卫视HD,http://58.209.14.120:8888/rtp/239.49.8.10:8000
重庆卫视HD,http://58.209.14.120:8888/rtp/239.49.8.57:9830
辽宁卫视HD,http://58.209.14.120:8888/rtp/239.49.8.48:8000
海南卫视HD,http://58.209.14.120:8888/rtp/239.49.8.83:8000
四川卫视HD,http://58.209.14.120:8888/rtp/239.49.8.110:8000
江西卫视HD,http://58.209.14.120:8888/rtp/239.49.8.111:8000
东南卫视HD,http://58.209.14.120:8888/rtp/239.49.8.112:8000
吉林卫视HD,http://58.209.14.120:8888/rtp/239.49.8.113:8000
河北卫视HD,http://58.209.14.120:8888/rtp/239.49.8.114:8000
广东卫视HD,http://58.209.14.120:8888/rtp/239.49.8.13:9422
黑龙江卫视HD,http://58.209.14.120:8888/rtp/239.49.8.14:9426
深圳卫视HD,http://58.209.14.120:8888/rtp/239.49.8.15:9430
云南卫视HD,http://58.209.14.120:8888/rtp/239.49.0.177:8000
山东卫视HD,http://58.209.14.120:8888/rtp/239.49.8.7:9306
贵州卫视HD,http://58.209.14.120:8888/rtp/239.49.8.49:8000
湖北卫视HD,http://58.209.14.120:8888/rtp/239.49.8.8:9632
河南卫视HD,http://58.209.14.120:8888/rtp/239.49.8.29:8000
CETV1HD,http://58.209.14.120:8888/rtp/239.49.8.115:8000
第一剧场HD,http://58.209.14.120:8888/rtp/239.49.8.94:8000
电视指南HD,http://58.209.14.120:8888/rtp/239.49.8.84:8000
风云足球HD,http://58.209.14.120:8888/rtp/239.49.8.85:8000
高尔夫网球HD,http://58.209.14.120:8888/rtp/239.49.8.86:8000
世界地理HD,http://58.209.14.120:8888/rtp/239.49.8.87:8000
兵器科技HD,http://58.209.14.120:8888/rtp/239.49.8.88:8000
风云剧场HD,http://58.209.14.120:8888/rtp/239.49.8.89:8000
央视文化精品HD,http://58.209.14.120:8888/rtp/239.49.8.90:8000
怀旧剧场HD,http://58.209.14.120:8888/rtp/239.49.8.91:8000
风云音乐HD,http://58.209.14.120:8888/rtp/239.49.8.92:8000
女性时尚HD,http://58.209.14.120:8888/rtp/239.49.8.93:8000
央视台球HD,http://58.209.14.120:8888/rtp/239.49.8.32:8000
金鹰卡通HD,http://58.209.14.120:8888/rtp/239.49.8.33:8000
4KHDR,http://58.209.14.120:8888/rtp/239.49.8.82:8000
4KSDR,http://58.209.14.120:8888/rtp/239.49.8.38:8632
江苏城市HD,http://58.209.14.120:8888/rtp/239.49.8.107:8000
江苏综艺HD,http://58.209.14.120:8888/rtp/239.49.8.108:8000
江苏体育休闲HD,http://58.209.14.120:8888/rtp/239.49.8.117:8000
江苏影视HD,http://58.209.14.120:8888/rtp/239.49.8.118:8000
江苏公共新闻HD,http://58.209.14.120:8888/rtp/239.49.8.120:8000
江苏教育HD,http://58.209.14.120:8888/rtp/239.49.8.122:8000

滇西小哥,#genre#
李子柒,http://epg.112114.xyz/douyu/2901080
李子柒,https://live.metshop.top/douyu/2901080
滇西小哥,http://epg.112114.xyz/douyu/3243427
滇西小哥,https://live.metshop.top/douyu/3243427
周星驰,http://epg.112114.xyz/douyu/122402
刘德华,http://epg.112114.xyz/douyu/2516864
邵氏影院,http://epg.112114.xyz/douyu/4246519
高分电影,http://epg.112114.xyz/douyu/7254536
豆瓣高分,http://epg.112114.xyz/douyu/8770422
漫威影院,http://epg.112114.xyz/douyu/6140589
周星驰,http://43.128.40.42:198/虎牙直播/huya.php?id=11342412
甄子丹,http://43.128.40.42:198/虎牙直播/huya.php?id=11352935
成龙经典,http://43.128.40.42:198/虎牙直播/huya.php?id=11342386
英叔护体,http://43.128.40.42:198/虎牙直播/huya.php?id=11342421
刘德华电影,http://43.128.40.42:198/虎牙直播/huya.php?id=11342424
李连杰系列,http://43.128.40.42:198/虎牙直播/huya.php?id=11342390
周润发电影,http://43.128.40.42:198/虎牙直播/huya.php?id=11342387
梁家辉,http://43.128.40.42:198/虎牙直播/huya.php?id=11342429
王晶导演,http://43.128.40.42:198/虎牙直播/huya.php?id=11602058

港澳台,#genre#
凤凰中文,http://113.117.74.24:8081/hls/37/index.m3u8
凤凰卫视,http://221.7.175.154:8445/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,http://113.117.74.22:8081/hls/36/index.m3u8
凤凰资讯,http://221.7.175.154:8445/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰香港,http://113.117.74.17:8081/hls/38/index.m3u8
TVB翡翠台,http://r.jdshipin.com/62WM7
TVB明珠台,http://r.jdshipin.com/ZQ4kN
TVB J2,http://r.jdshipin.com/ndGgS
无线新闻,http://r.jdshipin.com/CkuBd
TVB翡翠台,https://edge6a.v2h-cdn.com/jade/jade.stream/chunklist.m3u8
TVB新闻台,https://edge6a.v2h-cdn.com/news/news.stream/chunklist.m3u8
TVB财经台,https://edge6a.v2h-cdn.com/finance/finance.stream/chunklist.m3u8
TVB娱乐新闻台,https://edge6a.v2h-cdn.com/enew/enew.stream/chunklist.m3u8
TVB星河频道,https://edge6a.v2h-cdn.com/xinghe/xinghe.stream/chunklist.m3u8
亚洲武侠频道,https://edge6a.v2h-cdn.com/asia_action/asia_action.stream/chunklist.m3u8
神州新闻台,https://edge6a.v2h-cdn.com/mainland/mainland.stream/chunklist.m3u8
TVB泰国台,https://edge6a.v2h-cdn.com/tvb_thai/tvb_thai.stream/chunklist.m3u8
TVB直播台,https://edge6a.v2h-cdn.com/liveshow/liveshow.stream/chunklist.m3u8

戏曲,#genre#
梨园频道,http://183.94.40.49:9901/tsfile/live/1016_1.m3u8
河南梨园,http://123.60.111.12:4567/henan.php?id=hnly
文物宝库,http://123.60.111.12:4567/henan.php?id=wwbk
武术世界,http://123.60.111.12:4567/henan.php?id=wspd
移动戏曲,http://123.60.111.12:4567/henan.php?id=ydxj
河南戏曲,http://123.6.9.146/live/jz-henanliyuan/live.m3u8

